check,time_s,radius_cm,coarse,fine
moisture_space_final_T,1246,0.8,10.762449468780941,10.762450439496538
moisture_space_final_T,1254,0.8,10.732549161743023,10.732550129523979
moisture_space_final_T,1256,0.5,10.992049360662499,10.992050347819852
moisture_space_final_T,1267,1.9,9.515249872356861,9.515250667096469
moisture_space_final_T,1284,1.8,9.618249392868371,9.618250202197258
moisture_space_final_T,1286,1.4,9.989149573832082,9.989150456717102
moisture_space_final_T,1290,1.8,9.628949902420704,9.628950709162183
moisture_space_final_T,1292,1.6,9.79104973729638,9.791050583121677
moisture_space_final_T,1301,2.0,9.565749265311066,9.5657500218932
moisture_space_final_T,1314,0.5,10.753349157084548,10.753350123469131
moisture_space_final_T,1321,1.2,10.157449459768,10.157450357895636
moisture_space_final_T,1326,1.3,10.061449118644418,10.061450000525022
moisture_space_final_T,1330,0.6,10.636249333737865,10.636250288285922
moisture_space_final_T,1333,1.6,9.826649255561886,9.82665008410041
moisture_space_final_T,1344,0.3,10.734649172994445,10.734650136991617
moisture_space_final_T,1344,1.1,10.216649954007124,10.216650855944904
moisture_space_final_T,1345,0.5,10.645649751859304,10.645650706800184
moisture_space_final_T,1353,1.9,9.75444995663146,9.754450714277919
moisture_space_final_T,1369,0.9,10.330549173897138,10.330550088567689
moisture_space_final_T,1369,1.5,9.92284948441703,9.922850316096358
moisture_space_final_T,1374,0.6,10.506949218100587,10.506950156053316
moisture_space_final_T,1375,1.1,10.181149239216857,10.181150128771586
moisture_space_final_T,1383,0.4,10.572149257619982,10.572150203272201
moisture_space_final_T,1388,0.0,10.63114932485937,10.631150277493994
moisture_space_final_T,1390,0.2,10.606249226758457,10.606250176431768
moisture_space_final_T,1409,0.3,10.529349207907236,10.529350147628454
moisture_space_final_T,1411,1.3,10.050049467799804,10.050050314981476
moisture_space_final_T,1413,0.2,10.539149662155125,10.53915060316049
moisture_space_final_T,1419,2.0,9.99294962516174,9.992950331921167
moisture_space_final_T,1421,1.5,9.980449689344063,9.980450499495982
moisture_space_final_T,1422,1.5,9.981749511056037,9.981750320796927
moisture_space_final_T,1422,1.6,9.959049619819313,9.959050411207052
moisture_space_final_T,1427,0.8,10.295549237428443,10.295550139001081
moisture_space_final_T,1428,0.3,10.480149921688007,10.480150854170647
moisture_space_final_T,1428,0.9,10.245349212120507,10.245350103530809
moisture_space_final_T,1440,0.5,10.39664922417867,10.3966501429641
moisture_space_final_T,1449,0.8,10.267149107382258,10.267150000278727
moisture_space_final_T,1478,1.5,10.064549624615447,10.064550411501559
moisture_space_final_T,1486,0.6,10.291449808531867,10.291450703020518
moisture_space_final_T,1486,1.5,10.077549740075524,10.077550523716273
moisture_space_final_T,1489,1.2,10.11784940784552,10.117850238075102
moisture_space_final_T,1495,2.0,10.254949938887176,10.254950615045287
moisture_space_final_T,1498,1.3,10.107349629319573,10.107350441193576
moisture_space_final_T,1499,0.6,10.276249243812646,10.276250133179364
moisture_space_final_T,1502,0.1,10.35234959091655,10.352350499370193
moisture_space_final_T,1512,0.4,10.302849946841553,10.302850842697968
moisture_space_final_T,1520,0.4,10.292849267832704,10.292850160543837
moisture_space_final_T,1525,1.1,10.154049665246237,10.154050494528079
moisture_space_final_T,1534,0.1,10.304749105968941,10.304750001895838
moisture_space_final_T,1534,0.8,10.206949152020892,10.206950011171996
moisture_space_final_T,1534,1.3,10.145449938103487,10.145450735475674
moisture_space_final_T,1534,1.7,10.214649840845475,10.21465056726799
moisture_space_final_T,1536,1.1,10.159649653907406,10.159650478777259
moisture_space_final_T,1542,0.7,10.22204920370481,10.222050068458186
moisture_space_final_T,1551,1.5,10.19294938661926,10.192950144096677
moisture_space_final_T,1552,1.6,10.223449376397816,10.223450115163597
moisture_space_final_T,1556,1.8,10.332149975862423,10.332150672924156
moisture_space_final_T,1557,1.7,10.278449589745266,10.278450307048825
moisture_space_final_T,1558,0.6,10.229949559024213,10.229950425036195
moisture_space_final_T,1561,1.9,10.424449884557808,10.424450557897163
moisture_space_final_T,1570,1.9,10.458949874561666,10.458950544413833
moisture_space_final_T,1574,0.6,10.223349574090875,10.223350433748209
moisture_space_final_T,1585,1.6,10.307749560591148,10.307750286298544
moisture_space_final_T,1586,0.8,10.203949179501802,10.203950017932456
moisture_space_final_T,1589,0.2,10.246649695079116,10.24665056755249
moisture_space_final_T,1595,0.4,10.232349526591603,10.232350389647298
moisture_space_final_T,1597,0.2,10.241649603719967,10.241650473023928
moisture_space_final_T,1602,1.7,10.413249666624163,10.413250366287832
moisture_space_final_T,1620,1.9,10.641249884970838,10.641250535680628
moisture_space_final_T,1622,0.0,10.232349620365136,10.232350482102722
moisture_space_final_T,1630,0.5,10.220749340878786,10.22075018474001
moisture_space_final_T,1645,1.1,10.266049791419125,10.266050572839069
moisture_space_final_T,1647,0.7,10.225649851227189,10.225650674207811
moisture_space_final_T,1647,1.4,10.364849264388255,10.364850000996654
moisture_space_final_T,1648,0.2,10.22434952197909,10.22435037103946
moisture_space_final_T,1648,1.3,10.326449772271,10.326450524316527
moisture_space_final_T,1650,1.3,10.330349686403965,10.330350437663666
moisture_space_final_T,1651,0.8,10.233349407787369,10.233350220352817
moisture_space_final_T,1656,0.4,10.223649584345635,10.223650423166935
moisture_space_final_T,1663,0.9,10.254149227901394,10.25415002570832
moisture_space_final_T,1668,0.8,10.246749630109523,10.246750435928929
moisture_space_final_T,1672,1.4,10.422449882115245,10.422450608974598
moisture_space_final_T,1675,1.9,10.85704982419087,10.85705045432674
moisture_space_final_T,1690,0.8,10.267349762716405,10.267350559822402
moisture_space_final_T,1698,1.0,10.318349734980915,10.318350507816499
moisture_space_final_T,1699,1.0,10.319849793630238,10.319850566072523
moisture_space_final_T,1706,1.0,10.33054967026317,10.330550439954377
moisture_space_final_T,1714,0.8,10.293949624389896,10.293950412015816
moisture_space_final_T,1715,0.1,10.23574957335215,10.235750397559656
moisture_space_final_T,1718,0.0,10.236449247995388,10.23645007159986
moisture_space_final_T,1718,0.5,10.256449364750178,10.256450173670814
moisture_space_final_T,1720,1.7,10.80594992779323,10.805950582513024
moisture_space_final_T,1735,1.4,10.587349539499415,10.587350242086778
moisture_space_final_T,1737,0.0,10.246749972209923,10.246750788277144
moisture_space_final_T,1771,1.3,10.618749622575933,10.618750327007715
moisture_space_final_T,1775,0.4,10.299049280995126,10.299050072663979
moisture_space_final_T,1778,0.3,10.291849392658307,10.29185018723507
moisture_space_final_T,1782,1.8,11.205449745528824,11.205450357683464
moisture_space_final_T,1784,0.4,10.309349850984363,10.309350639107588
moisture_space_final_T,1793,1.8,11.256549486323602,11.256550094536351
moisture_space_final_T,1795,1.0,10.499249773772094,10.499250508802971
moisture_space_final_T,1795,1.3,10.68994933990155,10.689950035222193
moisture_space_final_T,1797,0.2,10.304849597224342,10.304850387230866
moisture_space_final_C,1536,1.6,2.3332500050668297,2.3332499926106083
