x,y,J,J_lower,P_H,P_N,P_A,P_loc,E_radius_loss,safe_margin,angle_calls
605,20,249421.503048342,249421.503048342,0,0,0.999991739741146,0,245.155458051603,399.663084655298,1026
605,25,203650.566773161,203650.566773161,0,0,1.00000247615147,0,217.774755039555,399.474992572405,882
605,30,170183.708416546,170183.708416546,0,0,1.00000523264949,0,196.337710066788,399.245343616685,846
605,40,124499.965892294,124499.965892294,0,0,1.00000211729932,0,164.428701398743,398.661574147403,738
605,50,95106.4970400887,95106.4970400886,0,0,0.999998833183897,0,141.581883322799,397.912259178513,666
630,0,410796.048377772,410796.048377772,0.00284221140447173,0,0.997155592366683,0.0138910822686922,332.982240813347,374.99923238406,3006
630,2,410209.323367865,410209.323367865,0.00284221140470359,0,0.997155547997016,0.0135698266305929,332.660811107626,374.995753159514,3078
630,5,406952.519028804,406952.519028803,0.00284221140590046,0,0.99715586545902,0.0117515633743207,330.866575812187,374.978534655939,2682
630,10,391814.034894982,391814.034894982,0.00177933473104862,0,0.998226390380138,0.00202765310916026,322.265623335124,374.917841591077,2790
630,15,299352.032975189,299352.032975188,0.000147333897220775,0,0.999865899377272,0.000147333897220775,274.725968440832,374.817164837773,1170
630,20,233209.967285846,233209.967285846,0,0,0.99999984275144,0,237.137488996959,374.676523708087,990
630,25,189236.078939957,189236.078939957,0,0,0.999996912984112,0,209.8935799058,374.495945159327,810
630,30,157423.801666002,157423.801666002,0,0,0.999996461219777,0,188.734949579743,374.275463768244,846
630,40,114429.334722491,114429.334722491,0,0,0.999998082421617,0,157.488256771674,373.714968657968,738
630,50,87028.6866581148,87028.6866581147,0,0,0.999998391205118,0,135.287114852398,372.995465946431,666
655,0,383820.660369299,383820.660369299,0.00284221140461618,0,0.997158748088579,0.0142209549086911,321.497859850567,349.999232618356,2790
655,2,383290.113875127,383290.113875127,0.00284221140483013,0,0.997158865019121,0.0138754930524938,321.202646637735,349.995887209277,3006
